Company Name,Address,Phone,Business Type
Raju Enterprise,"39, Dilkusha C/A (5th floor), Dhaka- 1000, Bangladesh","+88-02-7120485, 01748-930456",Transport Contractors / Agents
Raju International,"Dhaka, Bangladesh",nan,Shopping Center / Shopping Mall
Rajuk Uttara Model College,"Hasna Hena (4th Floor), House # 05, Road # 1/A, Sector # 4, Uttara Model Town, Dhaka- 1230, Bangladesh","+880-2-8962326, 8963666",Mosquito Coil Manufacturers
Rajuk Complex,"Dhaka, Bangladesh",nan,Shopping Center / Shopping Mall
RAK Consumer Products Ltd.,"Hasna Hena (4th Floor), House # 05, Road # 1/A, Sector # 4, Uttara Model Town, Dhaka- 1230, Bangladesh","+880-2-8962326, 8963666",Mosquito Coil Manufacturers
RAK Ceramics (Bangladesh) Ltd.,"House # 5 (3rd Floor), Road # 1/A, Sector # 4, Uttara Model Town, Dhaka- 1230, Bangladesh","+88-02-8923297, 8913551",Paint Manufacturers
RAK Paints (Pvt.) Ltd.,"House # 5 (3rd Floor), Road # 1/A, Sector # 4, Uttara Model Town, Dhaka- 1230, Bangladesh","+88-02-8923297, 8913551",Paint Manufacturers
Rakib International,"39, Nayapaltan, Motijheel, Dhaka- 1000, Bangladesh","+88-02-9330710, 9338456, 8350160, 01710-526446",Travel Agencies (Air Ticketing & others)
Rakib Accessories,"Center Point Concord, 7th Floor-B, 14/A & 31/A, Tejkunipara, Farmgate, Dhaka- 1215, Bangladesh","+880-2-9143594, 01937-173208, +6581502303 (Singapur)",Travel Agencies (Air Ticketing & others)
Rakib Air International,"Center Point Concord (8th Floor-A) 14/A, 31/A, Tejkuni Para, Dhaka- 1215, Bangladesh","+880-2-99143594, 01718-109576, 01937-173208",Travel Agencies (Air Ticketing & others)
Rakib Overseas Ltd.,"Center Point Concord, 7th Floor-B, 14/A & 31/A, Tejkunipara, Farmgate, Dhaka- 1215, Bangladesh","+880-2-9143594, 01937-173208, +6581502303 (Singapur)",Travel Agencies (Air Ticketing & others)
Rakib Travels & Tours,"Center Point Concord (8th Floor-A) 14/A, 31/A, Tejkuni Para, Dhaka- 1215, Bangladesh","+880-2-99143594, 01718-109576, 01937-173208",Travel Agencies (Air Ticketing & others)
Rakibul Hasan,"53/K, Siddik Bazar, Dhaka- 1203, Bangladesh",+88-01714-246192,Mobile Telephone Set Dealers & Sellers
Rakin Sports,"521, Computer City, Jess Tower (4th Floor), Jessore, Jessore, Bangladesh",+88-01712-502585,Computer Sales & Distributor
Rakin Canada,"Malifa Industrial Zone, Lamapara, Fatullah, Narayanganj- 1400, Bangladesh","+880-2-9340037, 7601201",Knit Wears Manufacturers & Exporters [ Knit Garments ]
Ram Computer,"521, Computer City, Jess Tower (4th Floor), Jessore, Jessore, Bangladesh",+88-01712-502585,Computer Sales & Distributor
Rakme Apparels Ltd,"Malifa Industrial Zone, Lamapara, Fatullah, Narayanganj- 1400, Bangladesh","+880-2-9340037, 7601201",Knit Wears Manufacturers & Exporters [ Knit Garments ]
Ramisha Cold Storage Ltd.,"Room#4003 (3rd Floor) 45, Dilkusha C/A, Dhaka- 1000, Bangladesh","+88-02-9572080, 9571630, 01729-223388, 01711-530435",Cold Storage
Ramada Money Exchange Ltd,"House# 144, Road#1, DOHS Baridhara, Dhaka- 1206, Bangladesh",+88-02-9000903,Readymade Garments
RAMHZ Bangladesh,"House# 144, Road#1, DOHS Baridhara, Dhaka- 1206, Bangladesh",+88-02-9000903,Readymade Garments
Ramjan Car Decoration,"Moulana Bhasani Rd, Dhaka- 1217, Bangladesh",+88-01882-120613,Park
Ramna Air International,"Dhaka, Bangladesh","+88-9350468, 01713-373125",Police Station
Ramna Park,"Moulana Bhasani Rd, Dhaka- 1217, Bangladesh",+88-01882-120613,Park
Ramna police station,"Dhaka, Bangladesh","+88-9350468, 01713-373125",Police Station
Rams Group,"House # 52/6 (1st Floor), West Rajabazar, Panthapath, Dhaka- 1215, Bangladesh","+880-2-9132495, 01915-635219, 01922-106156, 01913-926262",Consulting Firms & Consultants
Rams Group Of Comapnies,"Sgr-30 (Ground Floor) Bcs Computer City, Idb Bhaban, Agargaon, Dhaka- 1207, Bangladesh","+880-2-9132235, 01711-527006",Computer Sales & Distributor
Rams Power Limited,"Abdul Goni Sickder Market, Monshi Kohla, Sampur (D-N- Pagla Road), Dhaka, Bangladesh",+880-2-7681203,Knit Wears Manufacturers & Exporters [ Knit Garments ]
Rams Technology,"Sgr-30 (Ground Floor) Bcs Computer City, Idb Bhaban, Agargaon, Dhaka- 1207, Bangladesh","+880-2-9132235, 01711-527006",Computer Sales & Distributor
Ran Attires Ltd.,"Abdul Goni Sickder Market, Monshi Kohla, Sampur (D-N- Pagla Road), Dhaka, Bangladesh",+880-2-7681203,Knit Wears Manufacturers & Exporters [ Knit Garments ]
Ran Technology Bangladesh,"Flat-7/C, House-03, Banasree Main Road, Block-H, Banasree, Rampura, Dhaka- 1219, Bangladesh","+88-02-7811301, 01711-844069",Solar Power System
Rana Enterprise Ltd.,"44, Muktobangla Shopping Complex (4th Floor), Mirpur 1, Dhaka- 1216, Bangladesh","+88-02-9021525, 01798-594735",Travel Agencies (Air Ticketing & others)
Rang,"Shoilo Nibas Hossain Ahmed Road Block # 2 Police Line, Narayanganj- 1400, Bangladesh","+88-0177-774434, 01984-888444",Cloth Stores
Rana Tours & Travels,"44, Muktobangla Shopping Complex (4th Floor), Mirpur 1, Dhaka- 1216, Bangladesh","+88-02-9021525, 01798-594735",Travel Agencies (Air Ticketing & others)
Rang,"Sinoboho Bazar, Rangamati Waterfront Resort Road, Shafipur, Kaliakair, Gazipur, Bangladesh",+88-01811-414081,Resorts
Rang Bangladesh,"Shoilo Nibas Hossain Ahmed Road Block # 2 Police Line, Narayanganj- 1400, Bangladesh","+88-0177-774434, 01984-888444",Cloth Stores
Rangamati Waterfront,"Sinoboho Bazar, Rangamati Waterfront Resort Road, Shafipur, Kaliakair, Gazipur, Bangladesh",+88-01811-414081,Resorts
Rangauti Resort,"Taltola bazar, Kulaura Road, Moulvibazar- 3200, Bangladesh",+88-01966-110000,Resorts
Rangdhonu Appareals ltd.,"Raza Rammohon Market, Rangpur, Rangpur, Bangladesh",+88-01712-760696,Computer Sales & Distributor
Ranger International,"Sonartori Tower,(3rd, 4th & 5th Floor), 12 Sonargaon Road, Dhaka- 1000, Bangladesh",+880-2-9663551,Computer Sales & Distributor
Rangpur Computer Centre,"Raza Rammohon Market, Rangpur, Rangpur, Bangladesh",+88-01712-760696,Computer Sales & Distributor
Rangs Electronics Limited,"Sonartori Tower,(3rd, 4th & 5th Floor), 12 Sonargaon Road, Dhaka- 1000, Bangladesh",+880-2-9663551,Computer Sales & Distributor
Rangs Electronics Ltd.,"Sonartori Tower (3rd, 4th & 5th floor) 12, Biponon C/A, Sonargaon Road, Banglamotor, Dhaka- 1219, Bangladesh",+88-02-9663551-3,Electronic Spare Parts
Rangs Telecom Ltd,"40, Middle Bashaboo (2nd Floor), Dhaka- 1219, Bangladesh",+88-01922-151367,Beauty Parlour
Rangtyli Art Publicity,"Dhaka, Bangladesh",nan,Shopping Center / Shopping Mall
Raniya Spa Beauty Parlour,"40, Middle Bashaboo (2nd Floor), Dhaka- 1219, Bangladesh",+88-01922-151367,Beauty Parlour
Ranks-Itt Ltd,"Suite D1, Sharif Tower, House 4, Road 2B, Bot Tola Rail Gate, Dakshin Khan, Dhaka- 1230, Bangladesh",+88-01712-671661,Fire Detection & Protection System Equipment
Rapa Plaza,"Dhaka, Bangladesh",nan,Shopping Center / Shopping Mall
Rapid Advice & Distribution Services,"Suite D1, Sharif Tower, House 4, Road 2B, Bot Tola Rail Gate, Dakshin Khan, Dhaka- 1230, Bangladesh",+88-01712-671661,Fire Detection & Protection System Equipment
Rapid Securities,"Suite No. 620, 621, Dse Annex Building, 5th Floor 9/E, Motijheel C/A, Dhaka- 1000, Bangladesh","+880-2-9553321, 9563287, 9554712, 9562793, 9576160",Share & Security Broker House
Rapid Securities Ltd.,"Shanti Nir, House #32, Road #02, Block #E, Banasree, Rampura, Dhaka- 1219, Bangladesh",+88 01717 553669,Typewriter Distributors / Suppliers
Rapid Trading Corporation,"10 North Road Dhanmondi, Dhaka- 1205, Bangladesh",+88-0 1726-818 691,Textile Products
RARAR,"Shanti Nir, House #32, Road #02, Block #E, Banasree, Rampura, Dhaka- 1219, Bangladesh",+88 01717 553669,Typewriter Distributors / Suppliers
RASA Fashion,"10 North Road Dhanmondi, Dhaka- 1205, Bangladesh",+88-0 1726-818 691,Textile Products
RASA Fashion (Main Office),"10 North Road Dhanmondi, Dhaka- 1205, Bangladesh","+880-2-9676235, 9673217, 01726-818691",Bed Sheets & Covers Manufacturers & Suppliers
RASA Fashion (MAIN OFFICE),"27-32, Madanpal lane, Nawabpur Road, Dhaka- 1100, Bangladesh","+88-02-7168276, 01715-754193",Agricultural Machinery & Equipment
Rasel Engineering Company,"Shop # 39, Nawabpur Tower Market 198-202, Dhaka- 1100, Bangladesh","+88-01779-930092, 01971-208208",Hardware & Machinery
Rasel Enterprise,"27-32, Madanpal lane, Nawabpur Road, Dhaka- 1100, Bangladesh","+88-02-7168276, 01715-754193",Agricultural Machinery & Equipment
RASEL MILLS CORPORATION,"Shop # 39, Nawabpur Tower Market 198-202, Dhaka- 1100, Bangladesh","+88-01779-930092, 01971-208208",Hardware & Machinery
Rasel Maring Store,"Shop No: 500-0/1,(3rd Floor), Motalib Plaza, 8 Poribag, Dhaka- 1205, Bangladesh","+88-01715-264103, 01743-476584",Mobile Phone Repair Shop
Rasel Mollah,"Shop No: 500-0/1,(3rd Floor), Motalib Plaza, 8 Poribag, Dhaka- 1205, Bangladesh","+88-01715-264103, 01743-476584",Mobile Phone Repair Shop
RASEL MOTORS,"128, New Eskaton Road, Habib Auto Center (Opposite Janakantha Bhaban), Dhaka- 1000, Bangladesh",+88-01727-165134,Motorcycle Parts & Accessories
Raseul Trade International Ltd.,"8/1, Armenian Street, Armanitola, Dhaka- Wari, Bangladesh","+880-2-7312312, 9351656, 01711-531725",Acid Merchants
Rashed Electronics,"House 152, Floor 6, Road 4, Block A, Niketan Society Building, Dhaka- 1212, Bangladesh",+880-2-8836659-60,Documentary Maker
Rashed Enterprise,"8/1, Armenian Street, Armanitola, Dhaka- Wari, Bangladesh","+880-2-7312312, 9351656, 01711-531725",Acid Merchants
Rashed Kanchan Corporation (RKC),"House 152, Floor 6, Road 4, Block A, Niketan Society Building, Dhaka- 1212, Bangladesh",+880-2-8836659-60,Documentary Maker
Rashel Timber House,"119, Shershasuri Road, Mohammadpur, Dhaka- 1207, Bangladesh",+880-2-91119885,Timber Merchant
Rashi Ratno,"104 Green Road, Capital Super Market (Ground Floor), Dhaka- 1215, Bangladesh","+88-01711-227734, 01931-232001",Advertising Agencies / Ad Firms / Out-door advertisement
Rashid & Company,"Baro Allchara, Poradah, Kushtia Sader, Kushtia- 7000, Bangladesh","+88-02-8189564, 01732-243365","Rice Mills (Auto, Major & Husking Mills)"
Rashid Advertising,"104 Green Road, Capital Super Market (Ground Floor), Dhaka- 1215, Bangladesh","+88-01711-227734, 01931-232001",Advertising Agencies / Ad Firms / Out-door advertisement
Rashid Agro Food Products Ltd.,"Baro Allchara, Poradah, Kushtia Sader, Kushtia- 7000, Bangladesh","+88-02-8189564, 01732-243365","Rice Mills (Auto, Major & Husking Mills)"
Rashid Enterprise,"240, Tejgaon Industrial Area, Dhaka- 1208, Bangladesh","+880-2-8878572, 8878573, 8878574",Generators [ Gas & Diesel ] / Power Generator
Rashid Enterprise,"240, Tejgaon Industrial Area, Dhaka- 1208, Bangladesh","+880-2-8878572, 8878573, 8878574",Generators [ Gas & Diesel ] / Power Generator
Rashid Enterprise,"240 Tejgaon Industrial Area, Dhaka- 1208, Bangladesh","+880-2-8878572, 8878573, 8878574",Construction Machinery & Equipment
Rashid Enterprise,"240 Tejgaon Industrial Area, Dhaka- 1208, Bangladesh","+880-2-8878572, 8878573, 8878574",Identity Card Supplier
Rashid Enterprise,"240 Tejgaon Industrial Area, Dhaka- 1208, Bangladesh","+880-2-8878572, 8878573, 8878574",Lifts & Escalators
Rashid Enterprise,"240 Tejgaon Industrial Area, Dhaka- 1208, Bangladesh","+880-2-8878572, 8878573, 8878574",Identity Card Supplier
Rashid Enterprise,"240 Tejgaon Industrial Area, Dhaka- 1208, Bangladesh","+880-2-8878572, 8878573, 8878574",Lifts & Escalators
Rashid Group,"55 Nayapaltan, Dhaka- 1000, Bangladesh",+880-2-8318335,"Exporter, Importer & Indentor (Multi Products)"
Rashid Group of Industries,"Room # 601, Stock Exchange Building, 9/F, Motijheel C/A, Dhaka- 1000, Bangladesh","+880-2-9564601, 7175705-09",Share & Security Broker House
Rashid International Company,"House 415, Road 30, New DOHS, Dhaka- 1212, Bangladesh","+88-02-8714383, 01716-414385",Nurseries
Rashid Investment Services Ltd.,"Room # 601, Stock Exchange Building, 9/F, Motijheel C/A, Dhaka- 1000, Bangladesh","+880-2-9564601, 7175705-09",Share & Security Broker House
Rashis Enetprise,"208-9, Outer Circular Road, Maghbazar, Dhaka- 1217, Bangladesh","+880-2-9357766, 9357700, 01963-500530, 01678-344208",Hospital
Rashid Krishi Khamar Ltd.,"House 415, Road 30, New DOHS, Dhaka- 1212, Bangladesh","+88-02-8714383, 01716-414385",Nurseries
Rashono General Hospital,"208-9, Outer Circular Road, Maghbazar, Dhaka- 1217, Bangladesh","+880-2-9357766, 9357700, 01963-500530, 01678-344208",Hospital
Rashtech corporation,"Nawabpur Tower (3rd floor), Room 407, 198-202, Nawabpur Road, Dhaka- 1100, Bangladesh","+88-02-9511325, 9511326, 01743-313373, 01922-391392",Hardware & Machinery
Rasna Pharmaceuticals (Unani),"18 Siddique Bazar, North south Market, Dhaka, Dhaka- 1000, Bangladesh","+880-2-7176636, 01199-079090, 01819-281775",Metal Industries
Rasti Securities Consultant Ltd.,"69/K Panthapath, K.K. Bhaban (2nd floor), Dhaka- 1209, Bangladesh","+880-2-9675803, 8614898",Dental Equipment
Ratan Metal Industries,"18 Siddique Bazar, North south Market, Dhaka, Dhaka- 1000, Bangladesh","+880-2-7176636, 01199-079090, 01819-281775",Metal Industries
Ratans Dental (Panthapath),"69/K Panthapath, K.K. Bhaban (2nd floor), Dhaka- 1209, Bangladesh","+880-2-9675803, 8614898",Dental Equipment
Ratans Health Club,"House # 2/C, Road # 29, 29 Gulshan, Dhaka- 1212, Bangladesh","+880-2-8813955, 8828854",Clubs
Ratans Health Club,"Rokeya Sarani, Section-10, Sanparaparbota, Mirpur, Dhaka- 1216, Bangladesh",+880-2-9004375,Steel Fabricator
Ratna Fashion Ltd.,"15/8, Tajmahal Road, Block-C, Dhaka- 1207, Bangladesh","+88-02-9126180, 9110029, 01819-225622",Radio Station
Ratual abusiness,"Rokeya Sarani, Section-10, Sanparaparbota, Mirpur, Dhaka- 1216, Bangladesh",+880-2-9004375,Steel Fabricator
Ratul Media & Communication Ltd.,"15/8, Tajmahal Road, Block-C, Dhaka- 1207, Bangladesh","+88-02-9126180, 9110029, 01819-225622",Radio Station
Ratul Knitwears Ltd.,"67, Purana Paltan Lane, Bhaban 2, 1st Floor, Dhaka- 1000, Bangladesh","+88-02-04478207685, 01712-143355, 01817-096492, 01680-185999, 01972-143355",Manpower Recruiting Agency
Ratul Trading Overseas,"67, Purana Paltan Lane, Bhaban 2, 1st Floor, Dhaka- 1000, Bangladesh","+88-02-04478207685, 01712-143355, 01817-096492, 01680-185999, 01972-143355",Manpower Recruiting Agency
Raxom Enterprise,"218 Dr. Qudrat-i-Khuda Road, 12th Floor, Suite 3A, Dhaka- 1205, Bangladesh","+88-02-9613526-7, 01730-427283",Machinery & Machine Tools
Ray Ban Vision,"61, Rahman Mansion (2nd Floor), East Tejturi Bazar, Dhaka- 1215, Bangladesh","+88-01787-898640, 01847-159700-25","Electronic Goods Importers, Distributors, Sellers & Suppliers"
Ray It Service,"Shop No. 509 (Level-5), Multiplan Computer City Center, Dhaka- 1205, Bangladesh",+88-01815-816903,"Computer Products, Accessories, Parts & Services"
Ray Technocracy Ltd.,"61, Rahman Mansion (2nd Floor), East Tejturi Bazar, Dhaka- 1215, Bangladesh","+88-01787-898640, 01847-159700-25","Electronic Goods Importers, Distributors, Sellers & Suppliers"
RAY TECHNOLOGY,"Shop No. 509 (Level-5), Multiplan Computer City Center, Dhaka- 1205, Bangladesh",+88-01815-816903,"Computer Products, Accessories, Parts & Services"
Rayan Enterprise,"440, Purbo Basaboo, Play Ground, Dhaka- 1214, Bangladesh",+88-01778-986764,Water Filter & Purifier
Rayhan College,"126/1, Elephant Road, Dhaka- 1205, Bangladesh",+880-2-8612879,Knit Wears Manufacturers & Exporters [ Knit Garments ]
Raymond Group of Industries,"Rent A Car Serial no 3, Road # 52, House # 42, Sabera Tower, 1st Floor, Shop # 10, Gulshan 2, Dhaka- 1212, Bangladesh","+88-01776-460633, 01913-012265",Rent-a-Car Service
Rayon Knitwear Ltd.,"126/1, Elephant Road, Dhaka- 1205, Bangladesh",+880-2-8612879,Knit Wears Manufacturers & Exporters [ Knit Garments ]
Raz Enterprise,"Rent A Car Serial no 3, Road # 52, House # 42, Sabera Tower, 1st Floor, Shop # 10, Gulshan 2, Dhaka- 1212, Bangladesh","+88-01776-460633, 01913-012265",Rent-a-Car Service
Raz Metalex,"121, West Monipuri, Dhaka- 1216, Bangladesh","+88-01715-563335, 01711-002479",RCC Pipe (Hand / Machine Made) Manufacturers
Raza Knit (Bd) Ltd.,"Hariharpara, Enayetnagar, Panchabati, Fatullah, Narayanganj- 1400, Bangladesh","+880-2-9750647, 7611588",Knit Wears Manufacturers & Exporters [ Knit Garments ]
Raza Meta & Works,"13-B/E, 1st Colony, Majar Road, Mirpur, Dhaka- 1216, Bangladesh",+880-2-8016723,Timber Merchant
Raz Metalex,"121, West Monipuri, Dhaka- 1216, Bangladesh","+88-01715-563335, 01711-002479",RCC Pipe (Hand / Machine Made) Manufacturers
Razapur Salt Refinery (Ltd.),"H.M. Plaza, Shop # 21 (2nd floor), Uttara C/A, Dhaka- 1230, Bangladesh","+880-2-8918077, 01819-252020, 01819-424747",Computer Education & Training Centres
Razapur Timber Traders,"13-B/E, 1st Colony, Majar Road, Mirpur, Dhaka- 1216, Bangladesh",+880-2-8016723,Timber Merchant
Razeen International Computer Academy,"H.M. Plaza, Shop # 21 (2nd floor), Uttara C/A, Dhaka- 1230, Bangladesh","+880-2-8918077, 01819-252020, 01819-424747",Computer Education & Training Centres
Razeen International Computer Academy,"H.M. Plaza, Shop # 21 (2nd floor), Uttara C/A, Dhaka- 1230, Bangladesh","+880-2-8918077, 01819-252020, 01819-424747","Computer Products, Accessories, Parts & Services"
Razia Knit Garments Ltd.,"Dhaka, Bangladesh",nan,Shopping Center / Shopping Mall
Razia's Makeover Studio,"59/1-A Islampur Road, Babu Bazar, Dhaka- 1100, Bangladesh","+88-02-7394807, 7392060","Rice Mills (Auto, Major & Husking Mills)"
Razzack Complex,"Dhaka, Bangladesh",nan,Shopping Center / Shopping Mall
Razzak Group,"59/1-A Islampur Road, Babu Bazar, Dhaka- 1100, Bangladesh","+88-02-7394807, 7392060","Rice Mills (Auto, Major & Husking Mills)"
Razzak Securities Ltd.,"Room # 206, Stock Exchange Building, 9/F, Motijheel C/A, Dhaka- 1000, Bangladesh","+880-2-9551404, 9576238, 9564601, 9596210-18, 01711-630673, 01716-56967",Share & Security Broker House
Razzak Group,"701 (A1), 6th Floor, Century Cnter, Kha-225, Bir Uttam Rafiqul Islam Avenue, Progati Sarani, Merul Badda, Dhaka- 1212, Bangladesh",+88-02-477 720555,Tax Consultant & VAT Consultant
RB Associates,"Suvastu Arcade, ICT Bhaban Level # 111, Dhaka- 1205, Bangladesh",+88-01918-795915,"Computer Products, Accessories, Parts & Services"
RB Associates Firm,"701 (A1), 6th Floor, Century Cnter, Kha-225, Bir Uttam Rafiqul Islam Avenue, Progati Sarani, Merul Badda, Dhaka- 1212, Bangladesh",+88-02-477 720555,Tax Consultant & VAT Consultant
RB TECHNOLOGY,"Suvastu Arcade, ICT Bhaban Level # 111, Dhaka- 1205, Bangladesh",+88-01918-795915,"Computer Products, Accessories, Parts & Services"
RB Rayhan Electronics,"Lift-4 (Room No: 4G, Shatabdi Center, 292 Inner Circular Road, Dhaka- 1000, Bangladesh",+88-01620-113187,Travel Agencies (Air Ticketing & others)
RD Tours & Travels,"Lift-4 (Room No: 4G, Shatabdi Center, 292 Inner Circular Road, Dhaka- 1000, Bangladesh",+88-01620-113187,Travel Agencies (Air Ticketing & others)
Re-Cable Network,"Ward No-12 58, Malopara, Rajshahi- 6200, Bangladesh","+88-0721-771532, 01711-811111",Cable TV Network
Reacom Cargo Services,"Plot # B-390-393, Bscic I/A, Shasongoan, Fatullah, Narayanganj- 1400, Bangladesh",+880-2-7671051,Knit Wears Manufacturers & Exporters [ Knit Garments ]
Reacom International,"Sahera Tropical Center, 4th Floor, Suite 19, 218 Elephant Road, Dhaka- 1205, Bangladesh","+88-02-9611142, 9611980",Real Estate Firms / Developers
Reactive Dress Maker Ltd.,"Plot # B-390-393, Bscic I/A, Shasongoan, Fatullah, Narayanganj- 1400, Bangladesh",+880-2-7671051,Knit Wears Manufacturers & Exporters [ Knit Garments ]
Real Diagnostic Centre,"42, R.K. Mission Road, Gopibag, Dhaka- 1000, Bangladesh",+880-2-9554220,Diagnostic Centers
Real Base Development Ltd.,"Sahera Tropical Center, 4th Floor, Suite 19, 218 Elephant Road, Dhaka- 1205, Bangladesh","+88-02-9611142, 9611980",Real Estate Firms / Developers
Real Estate and Housing,"Nurjehan Towers, 8th Floor, 2 Link Road, Banglamotor, Dhaka- 1219, Bangladesh","+88-02-9634782, 01917-703580",Real Estate Firms / Developers
Real Estate & Housing Association of Bangladesh,"National Plaza, 1/G Free School Street Sonargaon Road, Dhaka- 1205, Bangladesh",+88-01755-555321,Real Estate Firms / Developers
Real Estate Construction & Consultancy,"Nurjehan Towers, 8th Floor, 2 Link Road, Banglamotor, Dhaka- 1219, Bangladesh","+88-02-9634782, 01917-703580",Real Estate Firms / Developers
